Gender,Age,Education,Employment,Sentence,sentiment_score_positivo
Male,46,No High School Degree,Employed,"At 46, this Male holds No High School Degree, is Employed, and walks through a life filled with tense, fragile, uncertain echoes.",0.1
Male,55,High School Degree,Employed,"Male, aged 55, is Employed and holds High School Degree, residing in a setting shaped by tense, fragile, uncertain themes.",0.2
Female,43,High School Degree,Employed,"This Female, 43 years old, Employed and with High School Degree, lives within a landscape shaped by secure, rooted, consistently comforting currents.",0.72
Female,53,No High School Degree,Employed,"With No High School Degree and an Employed status, this Female, 53, finds their rhythm in a life that feels chaotic, fragmented, ever-shifting.",0.2
Female,53,High School Degree,Unemployed,"At 53, this Female with High School Degree and Unemployed status weaves through a balanced, steady, moderately routine existence painted with contrasting days.",0.42
Male,57,High School Degree,Employed,"At 57, this Male with High School Degree and Employed status weaves through a balanced, steady, moderately routine existence painted with contrasting days.",0.62
Male,69,High School Degree,Employed,"Male, 69, with High School Degree and Employed, moves through days touched by the essence of a balanced, steady, moderately routine world.",0.62
Female,52,No High School Degree,Employed,"Female, aged 52, is Employed and holds No High School Degree, residing in a setting shaped by chaotic, fragmented, ever-shifting themes.",0.12
Female,46,Degree,Unemployed,"A 46-year-old Female, Unemployed and holding Degree, finds moments of meaning in a world marked by secure, rooted, consistently comforting tones.",0.62
Male,49,No High School Degree,Unemployed,"At 49, this Male with No High School Degree and Unemployed status weaves through a secure, rooted, consistently comforting existence painted with contrasting days.",0.68
Male,37,Degree,Employed,"This Male, 37 years old, Employed and with Degree, lives within a landscape shaped by balanced, steady, moderately routine currents.",0.32
Male,45,High School Degree,Employed,"Male, 45, with High School Degree and Employed, moves through days touched by the essence of a balanced, steady, moderately routine world.",0.62
Female,47,High School Degree,Employed,"At 47, this Female holds High School Degree, is Employed, and walks through a life filled with secure, rooted, consistently comforting echoes.",0.82
